,householdID,est_inc_USD,est_netw_USD,hhold_field,hhold_oldest,hhold_pax,hhold_youngest,homeState,hhold_car,stream_subs,primary
347,348,75420.0,462039.0,Govt,42,3,19,Quebec,LuxurySedan,3,entertain
348,349,132061.0,593091.0,Manufacturing,54,1,54,US_Other,SUV,4,entertain
349,350,97459.0,481683.0,Services,47,7,11,New Hampshire,LuxurySedan,6,entertain
350,351,67562.0,411536.0,Other,45,4,10,Maine,Sedan,2,entertain
351,352,47619.0,378999.0,Govt,50,3,11,New Hampshire,Pickup,4,consume
352,353,68519.0,410360.0,Govt,43,2,15,New Hampshire,Sedan,5,entertain
353,354,53410.0,455289.0,Govt,45,2,16,New Hampshire,SUV,6,consume
354,355,64508.0,282055.0,Finance,48,3,18,Quebec,LuxurySedan,3,consume
355,356,108937.0,302502.0,Finance,41,3,10,New York,LuxurySedan,5,consume
356,357,88840.0,470647.0,Services,59,6,14,Maine,SUV,3,consume
357,358,117914.0,449693.0,Finance,53,3,17,Rhode Island,SUV,4,consume
358,359,157129.0,589536.0,Tech,44,5,13,Vermont,SUV,5,entertain
359,360,86467.0,450861.0,Education,52,4,19,Maine,Sedan,6,entertain
360,361,83911.0,427540.0,Other,56,2,14,Maine,LuxurySedan,5,consume
361,362,77931.0,380297.0,Finance,45,7,16,Ontario,SUV,4,consume
362,363,89372.0,457499.0,Tech,41,7,12,US_Other,Sedan,5,entertain
363,364,112459.0,566174.0,Tech,47,4,9,Maine,SUV,2,entertain
364,365,80283.0,491422.0,Govt,57,4,13,Connecticut,SUV,6,consume
365,366,69062.0,356009.0,Finance,53,5,6,New Hampshire,Sedan,5,entertain
366,367,105527.0,502119.0,Education,50,6,15,Maine,SUV,4,consume
367,368,70096.0,415962.0,Govt,39,3,11,Maine,Sedan,7,consume
368,369,50097.0,403804.0,Services,49,4,18,Maine,Sedan,3,consume
369,370,159494.0,559036.0,Finance,49,2,9,Vermont,SUV,3,consume
370,371,95833.0,507339.0,Services,52,5,17,New Hampshire,SUV,2,entertain
371,372,118776.0,458691.0,Manufacturing,54,1,54,Maine,SUV,5,consume
372,373,123069.0,549653.0,Services,47,4,9,Rhode Island,Sedan,5,entertain
373,374,108059.0,363637.0,Finance,47,4,14,US_Other,SUV,5,consume
374,375,138322.0,516655.0,Services,42,6,16,Vermont,Sedan,5,entertain
375,376,115027.0,498728.0,Other,41,3,12,Vermont,Sedan,6,entertain
376,377,96593.0,562337.0,Govt,48,5,19,Maine,SUV,6,consume
377,378,52300.0,484894.0,Govt,47,2,19,Maine,,4,consume
378,379,122618.0,578555.0,Govt,44,4,14,Rhode Island,SUV,3,consume
379,380,65324.0,415988.0,Govt,48,2,16,Vermont,Sedan,3,entertain
380,381,108556.0,448060.0,Tech,46,6,14,Vermont,SUV,1,consume
381,382,102293.0,467864.0,Services,36,3,16,New York,,4,consume
382,383,77623.0,500947.0,Services,42,6,14,Maine,SUV,6,entertain
383,384,121572.0,473201.0,Tech,53,2,13,Maine,Pickup,4,consume
384,385,116355.0,559683.0,Services,50,1,50,Maine,SUV,3,entertain
385,386,113437.0,510454.0,Tech,40,5,10,New York,,5,entertain
386,387,81705.0,510175.0,Services,47,2,13,New Hampshire,,1,entertain
387,388,120961.0,454987.0,Finance,49,4,20,US_Other,Sedan,5,consume
388,389,128233.0,562235.0,Tech,37,3,11,Massachusetts,Sedan,8,entertain
389,390,59096.0,356405.0,Education,34,5,14,Ontario,SUV,3,entertain
390,391,69616.0,382678.0,Education,41,6,14,New Hampshire,LuxurySedan,3,consume
391,392,102749.0,473933.0,Services,47,5,18,Maine,Compact/Hybrid,3,entertain
392,393,92378.0,420498.0,Govt,37,5,13,Quebec,Sedan,2,consume
393,394,137568.0,536791.0,Tech,50,1,50,Quebec,SUV,6,consume
394,395,83778.0,475058.0,Tech,45,5,9,Maine,LuxurySedan,5,entertain
395,396,61903.0,390773.0,Govt,40,6,13,Maine,LuxurySedan,4,entertain
396,397,115202.0,526144.0,Tech,40,6,10,Maine,Sedan,6,entertain
397,398,70090.0,446736.0,Finance,41,5,11,Maine,Sedan,3,entertain
398,399,107963.0,428752.0,Tech,43,3,20,Rhode Island,LuxurySedan,6,consume
399,400,98698.0,576551.0,Services,45,1,45,Ontario,SUV,8,consume
400,401,96680.0,439946.0,Finance,45,1,45,Ontario,SUV,1,consume
401,402,50575.0,452667.0,Education,50,2,19,Vermont,Sedan,4,entertain
402,403,103033.0,511183.0,Finance,39,6,12,Maine,SUV,1,entertain
403,404,72788.0,477387.0,Education,49,5,13,Maine,SUV,2,entertain
404,405,75023.0,462415.0,Services,44,7,11,US_Other,Sedan,3,entertain
405,406,84966.0,421435.0,Tech,40,4,12,US_Other,LuxurySedan,6,entertain
406,407,126852.0,411750.0,Finance,50,1,50,US_Other,Compact/Hybrid,3,entertain
407,408,144058.0,580771.0,Finance,42,4,15,Vermont,LuxurySedan,2,entertain
408,409,89351.0,332111.0,Finance,39,3,12,Maine,SUV,6,consume
409,410,93279.0,501935.0,Govt,44,4,19,Maine,LuxurySedan,5,consume
410,411,52493.0,429847.0,Govt,57,8,12,Maine,Pickup,4,consume
411,412,82665.0,392443.0,Finance,39,3,13,Maine,Sedan,3,consume
412,413,44902.0,417905.0,Govt,35,4,16,Ontario,Pickup,6,entertain
413,414,90563.0,396950.0,Education,43,7,16,New Hampshire,LuxurySedan,1,entertain
414,415,92996.0,382272.0,Finance,43,7,14,Ontario,Pickup,4,consume
415,416,108539.0,489819.0,Govt,48,3,14,Vermont,LuxurySedan,2,consume
416,417,79921.0,442649.0,Govt,39,7,13,Maine,SUV,5,entertain
417,418,138566.0,461058.0,Finance,41,8,12,Maine,LuxurySedan,4,consume
418,419,93263.0,481870.0,Govt,44,7,15,Maine,,1,consume
419,420,89246.0,524032.0,Govt,40,6,10,Maine,Pickup,3,entertain
420,421,92633.0,452412.0,Finance,46,6,19,Maine,Sedan,3,entertain
421,422,82763.0,444631.0,Services,37,3,12,Rhode Island,LuxurySedan,5,entertain
422,423,117615.0,487156.0,Govt,43,3,13,Maine,Sedan,6,consume
423,424,114630.0,437989.0,Finance,43,5,15,Massachusetts,SUV,2,consume
424,425,97908.0,521829.0,Govt,40,3,16,Maine,Sedan,6,entertain
425,426,63762.0,382754.0,Govt,46,3,13,Maine,SUV,8,consume
426,427,55596.0,423554.0,Services,46,2,14,Vermont,SUV,4,entertain
427,428,34644.0,265457.0,Govt,42,3,13,New Hampshire,Pickup,3,consume
428,429,66070.0,495671.0,Services,47,5,15,Maine,SUV,4,consume
429,430,123457.0,567735.0,Education,38,5,9,New York,LuxurySedan,2,entertain
430,431,52058.0,368056.0,Govt,50,3,10,Maine,SUV,2,consume
431,432,104789.0,426595.0,Tech,43,3,10,Maine,SUV,4,consume
432,433,104480.0,477162.0,Tech,48,6,11,Vermont,Sedan,4,entertain
433,434,88838.0,489584.0,Finance,45,5,10,Quebec,SUV,4,entertain
434,435,114598.0,386767.0,Tech,33,6,8,Quebec,Sedan,4,entertain
435,436,59135.0,387366.0,Govt,50,6,7,Rhode Island,Compact/Hybrid,5,consume
436,437,70348.0,441048.0,Govt,41,3,18,New Hampshire,LuxurySedan,7,consume
437,438,80224.0,434577.0,Services,42,8,12,Can_Other,SUV,5,entertain
438,439,75485.0,500224.0,Education,44,4,14,Maine,,6,entertain
439,440,98116.0,450577.0,Finance,42,3,7,Rhode Island,Sedan,5,entertain
440,441,63300.0,431329.0,Tech,50,6,9,Maine,SUV,3,entertain
441,442,61549.0,394430.0,Finance,37,4,17,Maine,Sedan,4,entertain
442,443,49439.0,389080.0,Education,50,3,12,Maine,Sedan,2,entertain
443,444,77512.0,410127.0,Services,46,4,18,Rhode Island,LuxurySedan,3,entertain
444,445,122347.0,438580.0,Tech,48,1,48,Ontario,LuxurySedan,3,entertain
445,446,125162.0,428924.0,Tech,47,4,7,Maine,SUV,3,consume
446,447,78372.0,418658.0,Services,45,6,20,Massachusetts,LuxurySedan,3,entertain
447,448,98859.0,536583.0,Tech,45,5,9,Maine,Sedan,1,entertain
448,449,119053.0,513368.0,Tech,44,5,8,Maine,Compact/Hybrid,0,entertain
449,450,112392.0,468503.0,Finance,42,5,11,Ontario,Pickup,5,consume
450,451,85637.0,526392.0,Tech,41,5,7,Vermont,SUV,5,entertain
451,452,112963.0,485450.0,Tech,48,5,9,New Hampshire,LuxurySedan,8,consume
452,453,113851.0,585495.0,Govt,36,6,9,Vermont,SUV,2,consume
453,454,110435.0,587624.0,Govt,44,4,15,Quebec,SUV,4,consume
454,455,62990.0,319868.0,Services,41,6,14,Vermont,Pickup,3,entertain
455,456,90161.0,497936.0,Education,51,4,13,Maine,SUV,5,consume
456,457,87043.0,419140.0,Manufacturing,37,6,17,Maine,SUV,7,consume
457,458,143546.0,501624.0,Finance,35,6,11,Maine,Pickup,5,consume
458,459,49967.0,430535.0,Manufacturing,48,3,17,New Hampshire,SUV,5,consume
459,460,163657.0,719958.0,Finance,38,2,16,Maine,SUV,6,consume
460,461,107406.0,512915.0,Education,43,2,14,New Hampshire,SUV,4,entertain
461,462,59945.0,430202.0,Govt,51,5,16,Maine,LuxurySedan,1,entertain
462,463,119460.0,460707.0,Tech,47,6,7,New Hampshire,,7,entertain
463,464,114411.0,382196.0,Finance,43,6,15,Maine,SUV,5,consume
464,465,122630.0,480135.0,Govt,50,5,17,Maine,Pickup,1,entertain
465,466,86067.0,394397.0,Services,47,7,12,Quebec,Sedan,5,entertain
466,467,82714.0,403101.0,Tech,41,7,11,Maine,Sedan,3,entertain
467,468,80103.0,570150.0,Govt,47,3,13,New Hampshire,LuxurySedan,2,consume
468,469,101380.0,549522.0,Tech,45,5,12,Maine,SUV,4,entertain
469,470,102674.0,370728.0,Tech,49,7,12,New Hampshire,SUV,1,entertain
470,471,76143.0,445374.0,Finance,47,6,14,Maine,Sedan,4,consume
471,472,62689.0,385068.0,Services,43,4,15,New York,LuxurySedan,2,consume
472,473,125589.0,398134.0,Finance,54,6,19,Maine,SUV,0,entertain
473,474,157583.0,542412.0,Tech,43,5,10,Quebec,SUV,4,entertain
474,475,87871.0,480930.0,Services,47,4,15,New Hampshire,SUV,4,consume
475,476,85633.0,525859.0,Govt,53,5,14,Maine,SUV,1,consume
476,477,136972.0,587766.0,Finance,36,4,12,Maine,SUV,5,entertain
477,478,134178.0,425767.0,Finance,48,6,8,Ontario,Compact/Hybrid,5,consume
478,479,105247.0,462471.0,Tech,42,8,10,Vermont,Sedan,1,entertain
479,480,131584.0,577716.0,Services,40,8,11,Maine,SUV,5,entertain
480,481,101354.0,490760.0,Finance,47,4,9,Maine,Sedan,4,consume
481,482,153344.0,541827.0,Tech,44,5,12,Maine,SUV,4,entertain
482,483,83055.0,547759.0,Govt,51,5,14,Maine,LuxurySedan,2,consume
483,484,122331.0,564776.0,Govt,51,7,8,Maine,LuxurySedan,6,entertain
484,485,131072.0,564379.0,Finance,47,2,19,Massachusetts,SUV,6,consume
485,486,53610.0,451956.0,Govt,44,4,14,Quebec,SUV,4,consume
486,487,99023.0,511821.0,Education,45,5,15,New Hampshire,LuxurySedan,7,entertain
487,488,139493.0,569248.0,Finance,49,5,12,Maine,Sedan,2,consume
488,489,123970.0,450781.0,Tech,35,5,12,New Hampshire,Sedan,3,entertain
489,490,83383.0,373033.0,Finance,48,5,13,Maine,SUV,4,consume
490,491,147506.0,599173.0,Finance,49,5,11,Massachusetts,SUV,4,entertain
491,492,89514.0,502070.0,Govt,47,5,17,Maine,SUV,1,consume
492,493,110334.0,514198.0,Finance,49,5,9,Vermont,SUV,2,consume
493,494,188730.0,605085.0,Finance,48,4,14,Maine,LuxurySedan,1,consume
494,495,118418.0,524015.0,Finance,46,5,15,New York,SUV,5,entertain
495,496,114431.0,464113.0,Govt,50,1,50,New Hampshire,Sedan,3,consume
496,497,90874.0,492970.0,Finance,37,4,8,New Hampshire,Sedan,5,entertain
497,498,82664.0,490349.0,Manufacturing,45,5,16,Maine,SUV,1,consume
498,499,133725.0,486632.0,Finance,41,6,8,New Hampshire,LuxurySedan,3,entertain
499,500,81398.0,517543.0,Services,47,5,12,Maine,LuxurySedan,4,entertain
500,501,80949.0,465048.0,Govt,43,3,11,US_Other,LuxurySedan,6,consume
501,502,137421.0,415969.0,Finance,51,7,16,Maine,SUV,4,entertain
502,503,70168.0,502997.0,Education,50,4,14,Maine,SUV,5,entertain
503,504,108180.0,442249.0,Tech,52,5,17,Maine,Pickup,4,consume
504,505,126821.0,484627.0,Tech,44,5,16,Maine,Pickup,7,consume
505,506,112230.0,426637.0,Tech,41,3,11,Maine,Sedan,4,entertain
506,507,143112.0,581143.0,Finance,49,6,14,Connecticut,Compact/Hybrid,5,consume
507,508,98430.0,542595.0,Services,50,7,13,New York,LuxurySedan,5,entertain
508,509,104591.0,470146.0,Tech,47,6,7,Vermont,SUV,3,consume
509,510,71504.0,455670.0,Govt,52,3,14,Maine,,5,entertain
510,511,113593.0,416092.0,Tech,41,5,15,Rhode Island,Sedan,5,entertain
511,512,106795.0,540798.0,Tech,50,6,7,Maine,LuxurySedan,3,entertain
512,513,88585.0,434986.0,Govt,48,5,14,Maine,Pickup,2,consume
513,514,96761.0,463561.0,Tech,42,5,8,Maine,LuxurySedan,4,entertain
514,515,148342.0,529293.0,Finance,44,2,13,Maine,Compact/Hybrid,2,consume
515,516,125297.0,535815.0,Finance,42,4,12,Maine,LuxurySedan,2,consume
516,517,88057.0,511693.0,Govt,37,4,12,New Hampshire,SUV,5,consume
517,518,62841.0,412879.0,Govt,40,6,16,Maine,SUV,4,consume
518,519,97463.0,563918.0,Services,51,4,17,New York,Compact/Hybrid,7,entertain
519,520,115171.0,530941.0,Services,45,4,15,Ontario,LuxurySedan,1,entertain
520,521,91825.0,513822.0,Education,44,4,22,Maine,SUV,4,entertain
521,522,106097.0,378548.0,Finance,52,5,13,New Hampshire,,4,entertain
522,523,59429.0,348548.0,Services,42,5,16,Maine,SUV,5,entertain
523,524,88163.0,419342.0,Services,47,5,12,Maine,SUV,4,consume
524,525,78397.0,511197.0,Education,42,3,12,Maine,Sedan,2,consume
525,526,69016.0,451544.0,Govt,48,3,15,US_Other,SUV,6,entertain
526,527,147061.0,685114.0,Education,48,5,14,Quebec,Sedan,3,entertain
527,528,66410.0,420530.0,Govt,40,2,9,Maine,SUV,5,consume
528,529,61991.0,363696.0,Services,54,3,16,New Hampshire,SUV,3,entertain
529,530,91835.0,386465.0,Tech,42,4,10,New York,LuxurySedan,7,consume
530,531,33560.0,412982.0,Govt,49,2,15,New Hampshire,LuxurySedan,3,consume
531,532,76524.0,528388.0,Education,44,3,16,Vermont,Sedan,4,entertain
532,533,74171.0,523713.0,Education,46,3,17,Maine,SUV,0,consume
533,534,111121.0,594036.0,Govt,47,5,12,Connecticut,LuxurySedan,7,entertain
534,535,120978.0,416636.0,Finance,37,2,15,Massachusetts,SUV,2,consume
535,536,98748.0,563324.0,Govt,51,5,14,Maine,Sedan,4,entertain
536,537,90240.0,419850.0,Govt,51,5,17,US_Other,Sedan,5,consume
537,538,84735.0,507303.0,Tech,42,8,12,Massachusetts,LuxurySedan,4,entertain
538,539,74215.0,441099.0,Education,44,5,18,Maine,SUV,3,consume
539,540,88297.0,443610.0,Govt,40,7,11,New Hampshire,LuxurySedan,4,consume
540,541,117716.0,366615.0,Finance,38,2,12,Maine,,2,consume
541,542,77113.0,435419.0,Govt,46,2,14,Connecticut,SUV,6,entertain
542,543,145734.0,498041.0,Tech,37,5,6,Maine,Pickup,2,consume
543,544,104901.0,468721.0,Services,42,5,11,Maine,LuxurySedan,4,entertain
544,545,166452.0,508269.0,Tech,48,4,6,Connecticut,SUV,2,consume
545,546,78699.0,459225.0,Govt,51,3,15,Maine,LuxurySedan,2,consume
546,547,123549.0,631788.0,Govt,48,5,7,New Hampshire,Compact/Hybrid,4,consume
547,548,95999.0,461803.0,Manufacturing,41,5,11,Vermont,LuxurySedan,5,entertain
548,549,105629.0,444035.0,Finance,47,2,12,Maine,Pickup,4,consume
549,550,96266.0,543035.0,Services,46,3,12,Quebec,LuxurySedan,4,entertain
550,551,66015.0,423844.0,Services,45,4,13,US_Other,LuxurySedan,5,entertain
551,552,137840.0,447316.0,Finance,42,6,9,Maine,SUV,4,entertain
552,553,65825.0,389701.0,Govt,43,4,17,Massachusetts,LuxurySedan,4,consume
553,554,86676.0,518227.0,Services,39,2,15,Maine,SUV,4,entertain
554,555,44029.0,430312.0,Govt,48,5,12,Maine,LuxurySedan,4,consume
555,556,70512.0,415632.0,Govt,54,4,12,Maine,LuxurySedan,6,consume
556,557,38336.0,425967.0,Govt,41,5,12,Connecticut,LuxurySedan,4,entertain
557,558,113048.0,492239.0,Education,39,5,15,US_Other,SUV,7,entertain
558,559,73938.0,426347.0,Govt,43,5,11,New Hampshire,LuxurySedan,4,entertain
559,560,40996.0,317074.0,Education,45,6,18,New York,SUV,7,consume
560,561,61778.0,395817.0,Education,35,3,15,Maine,Compact/Hybrid,3,consume
561,562,46544.0,399204.0,Govt,45,5,11,New Hampshire,SUV,5,consume
562,563,96605.0,324477.0,Finance,41,8,12,Maine,LuxurySedan,2,consume
563,564,99623.0,443384.0,Finance,46,3,14,Massachusetts,SUV,4,consume
564,565,103534.0,432551.0,Finance,42,3,10,Maine,Compact/Hybrid,4,consume
565,566,135753.0,490803.0,Finance,50,7,6,Maine,Compact/Hybrid,2,consume
566,567,104148.0,570415.0,Education,43,4,17,Rhode Island,Compact/Hybrid,3,entertain
567,568,50470.0,344276.0,Govt,50,4,19,New Hampshire,SUV,4,consume
568,569,118656.0,451423.0,Education,54,7,15,Massachusetts,SUV,5,consume
569,570,64269.0,452140.0,Education,42,7,9,Maine,SUV,5,entertain
570,571,129300.0,468318.0,Tech,49,3,13,US_Other,Compact/Hybrid,1,entertain
571,572,69799.0,368870.0,Govt,44,3,18,New Hampshire,SUV,2,consume
572,573,105171.0,389662.0,Finance,45,3,14,Maine,Sedan,3,consume
573,574,58703.0,513497.0,Govt,40,5,8,New Hampshire,SUV,2,consume
574,575,115218.0,491576.0,Tech,41,4,9,Maine,LuxurySedan,3,entertain
575,576,71582.0,413463.0,Tech,38,3,8,Ontario,LuxurySedan,7,entertain
576,577,97273.0,449107.0,Finance,38,5,16,New Hampshire,LuxurySedan,4,consume
577,578,108014.0,456193.0,Finance,43,4,7,New York,SUV,5,entertain
578,579,69463.0,429019.0,Tech,46,4,12,Quebec,Sedan,3,entertain
579,580,25087.0,388421.0,Govt,43,2,14,Maine,Pickup,3,entertain
580,581,57854.0,396352.0,Services,45,5,17,Maine,Sedan,5,entertain
581,582,107812.0,517996.0,Finance,45,4,15,Vermont,Compact/Hybrid,4,consume
582,583,97997.0,388468.0,Finance,36,5,16,Vermont,SUV,3,entertain
583,584,107487.0,520211.0,Tech,45,6,13,Maine,Sedan,7,consume
584,585,87229.0,356609.0,Tech,36,3,12,Vermont,Sedan,2,entertain
585,586,104561.0,597778.0,Govt,48,2,3,Maine,SUV,0,consume
586,587,113542.0,389495.0,Tech,49,3,6,New Hampshire,Compact/Hybrid,4,consume
587,588,97580.0,580638.0,Services,44,1,44,Maine,SUV,4,entertain
588,589,83325.0,437995.0,Govt,57,4,13,Vermont,,5,consume
589,590,96915.0,493672.0,Finance,44,6,17,Ontario,Sedan,2,entertain
590,591,121325.0,467221.0,Tech,46,6,16,Quebec,SUV,4,consume
591,592,64905.0,412892.0,Education,42,5,17,New York,,7,consume
592,593,114363.0,585982.0,Education,57,1,57,Vermont,Pickup,5,entertain
593,594,107148.0,464850.0,Finance,48,5,18,Maine,LuxurySedan,5,consume
594,595,119192.0,521358.0,Tech,44,5,10,Vermont,Pickup,3,entertain
595,596,138053.0,475858.0,Finance,41,2,11,Maine,Sedan,5,consume
596,597,72106.0,404695.0,Tech,45,6,7,New Hampshire,LuxurySedan,6,entertain
597,598,110988.0,392377.0,Finance,49,2,14,Maine,LuxurySedan,5,consume
598,599,74707.0,405726.0,Education,46,4,12,Maine,,3,consume
599,600,159705.0,579562.0,Tech,45,1,45,Vermont,Sedan,4,consume
600,601,94012.0,464442.0,Finance,52,4,14,US_Other,,4,consume
601,602,91634.0,485247.0,Tech,40,4,6,New York,LuxurySedan,6,entertain
602,603,141784.0,494526.0,Tech,52,4,16,Maine,SUV,1,entertain
603,604,90999.0,418045.0,Tech,46,6,15,Connecticut,Sedan,3,consume
604,605,82198.0,415188.0,Education,36,5,14,Maine,Compact/Hybrid,1,entertain
605,606,48919.0,456163.0,Education,47,4,12,Maine,Sedan,3,entertain
606,607,92341.0,537550.0,Services,54,3,19,Connecticut,Sedan,0,entertain
607,608,79057.0,487110.0,Services,41,4,13,Maine,LuxurySedan,4,consume
608,609,98426.0,511984.0,Services,45,3,12,Maine,LuxurySedan,3,entertain
609,610,130117.0,585015.0,Services,48,5,11,Maine,LuxurySedan,5,entertain
610,611,153453.0,574550.0,Manufacturing,40,2,18,Maine,LuxurySedan,5,consume
611,612,110600.0,523274.0,Tech,43,5,7,Maine,Sedan,2,consume
612,613,87694.0,340700.0,Finance,42,3,10,Maine,LuxurySedan,1,consume
613,614,77569.0,554343.0,Govt,48,3,12,New Hampshire,Sedan,6,entertain
614,615,94976.0,445475.0,Govt,57,4,14,Maine,Sedan,2,entertain
615,616,87410.0,569343.0,Govt,48,4,10,New York,Sedan,3,consume
616,617,122465.0,496056.0,Tech,41,6,9,Maine,Sedan,3,consume
617,618,83185.0,349930.0,Govt,39,8,16,Rhode Island,SUV,2,entertain
618,619,87641.0,622315.0,Govt,48,7,13,Maine,Pickup,4,consume
619,620,50233.0,386853.0,Education,42,7,12,Maine,Sedan,4,entertain
620,621,94085.0,527780.0,Services,50,3,12,Rhode Island,SUV,5,consume
621,622,66219.0,499562.0,Govt,53,3,14,US_Other,LuxurySedan,3,consume
622,623,97275.0,436291.0,Govt,56,4,14,US_Other,Sedan,1,consume
623,624,110612.0,577915.0,Services,51,4,13,Maine,Compact/Hybrid,2,entertain
624,625,123438.0,462143.0,Finance,38,2,13,Maine,LuxurySedan,4,consume
625,626,80214.0,366055.0,Tech,44,4,12,Ontario,LuxurySedan,4,consume
626,627,89118.0,429530.0,Tech,49,7,11,Maine,SUV,5,entertain
627,628,77239.0,293941.0,Other,43,6,13,Rhode Island,SUV,4,consume
628,629,115842.0,473679.0,Other,40,7,10,Maine,LuxurySedan,4,entertain
629,630,65757.0,429478.0,Education,43,3,13,Rhode Island,Sedan,6,entertain
630,631,102875.0,459235.0,Tech,48,7,10,Maine,LuxurySedan,3,entertain
631,632,59932.0,442297.0,Govt,41,5,3,Maine,,2,entertain
632,633,112010.0,458640.0,Services,42,6,13,Quebec,Sedan,5,consume
633,634,91868.0,422559.0,Finance,38,4,5,US_Other,SUV,5,consume
634,635,127718.0,396210.0,Finance,42,4,23,Rhode Island,Pickup,2,consume
635,636,89267.0,561222.0,Services,42,3,16,Maine,SUV,6,consume
636,637,105376.0,456447.0,Finance,37,6,12,Vermont,Sedan,4,entertain
637,638,127738.0,632319.0,Govt,49,4,15,Rhode Island,SUV,6,consume
638,639,144696.0,640718.0,Tech,53,4,15,US_Other,Pickup,6,entertain
639,640,123216.0,556849.0,Services,46,4,14,Quebec,Sedan,1,consume
640,641,77668.0,547645.0,Services,45,6,14,New Hampshire,LuxurySedan,2,entertain
641,642,132457.0,390918.0,Tech,41,3,8,Maine,LuxurySedan,5,consume
642,643,57487.0,447393.0,Services,49,4,17,Ontario,LuxurySedan,6,entertain
643,644,77231.0,388121.0,Education,40,5,16,Quebec,SUV,6,entertain
644,645,109609.0,582179.0,Other,46,5,7,New York,Sedan,6,entertain
645,646,79499.0,486708.0,Govt,52,7,16,Maine,SUV,3,entertain
646,647,88645.0,298209.0,Finance,41,1,41,Ontario,Compact/Hybrid,4,entertain
647,648,57884.0,497096.0,Govt,55,2,12,US_Other,Sedan,6,consume
648,649,82546.0,460556.0,Finance,40,4,11,Massachusetts,SUV,7,entertain
649,650,59342.0,326318.0,Finance,39,5,20,New Hampshire,LuxurySedan,2,consume
650,651,86100.0,500558.0,Govt,45,4,10,Connecticut,LuxurySedan,2,consume
651,652,41569.0,385177.0,Education,42,6,14,Vermont,Compact/Hybrid,5,consume
652,653,96726.0,536973.0,Govt,44,4,13,Maine,LuxurySedan,3,entertain
653,654,69856.0,297426.0,Manufacturing,41,9,10,US_Other,LuxurySedan,3,entertain
654,655,102388.0,566549.0,Finance,41,7,15,Massachusetts,Pickup,5,consume
655,656,101887.0,469549.0,Tech,51,5,12,Maine,LuxurySedan,1,entertain
656,657,123774.0,510464.0,Tech,52,7,14,Maine,SUV,3,entertain
657,658,94798.0,504252.0,Tech,44,4,9,Maine,Sedan,5,entertain
658,659,162981.0,596495.0,Finance,40,7,9,New Hampshire,Pickup,5,entertain
659,660,84585.0,468707.0,Tech,48,3,19,Vermont,SUV,4,consume
